voxel_ID x y z sigma_vM epsilon_V^0.0(F)_vM
2270 8 13 14 1.140480e+08 9.316940e-02
2271 8 13 15 1.117897e+08 9.019947e-02
2272 8 14 0 1.314413e+08 1.080167e-01
2273 8 14 1 1.206010e+08 2.035454e-01
2274 8 14 2 1.108329e+08 1.112987e-01
2275 8 14 3 8.404927e+07 9.275840e-02
2276 8 14 4 9.865834e+07 5.046939e-02
2277 8 14 5 9.206300e+07 7.907159e-02
2278 8 14 6 1.183147e+08 1.258996e-01
2279 8 14 7 1.108217e+08 9.344091e-02
2280 8 14 8 1.210796e+08 1.496241e-01
2281 8 14 9 1.014548e+08 8.268776e-02
2282 8 14 10 1.221866e+08 1.025177e-01
2283 8 14 11 1.153764e+08 1.388605e-01
2284 8 14 12 1.183856e+08 9.029482e-02
2285 8 14 13 1.264780e+08 1.028527e-01
2286 8 14 14 1.352968e+08 1.191172e-01
2287 8 14 15 1.247225e+08 8.379094e-02
2288 8 15 0 1.316303e+08 1.190282e-01
2289 8 15 1 1.340899e+08 1.465638e-01
2290 8 15 2 1.055589e+08 1.894976e-01
2291 8 15 3 8.131175e+07 7.631104e-02
2292 8 15 4 9.296488e+07 4.616403e-02
2293 8 15 5 1.082603e+08 8.706696e-02
2294 8 15 6 1.060607e+08 7.857096e-02
2295 8 15 7 1.206036e+08 9.037527e-02
2296 8 15 8 1.163430e+08 1.067644e-01
2297 8 15 9 1.230514e+08 1.077972e-01
2298 8 15 10 1.059831e+08 9.395759e-02
2299 8 15 11 1.151925e+08 1.403171e-01
2300 8 15 12 1.091826e+08 1.094391e-01
2301 8 15 13 1.141997e+08 9.933055e-02
2302 8 15 14 1.294648e+08 9.510634e-02
2303 8 15 15 1.362925e+08 1.302106e-01
2304 9 0 0 9.177990e+07 1.338506e-01
2305 9 0 1 9.943505e+07 1.577576e-01
2306 9 0 2 9.511587e+07 9.655927e-02
2307 9 0 3 9.236717e+07 6.193940e-02
2308 9 0 4 1.106909e+08 1.333474e-01
2309 9 0 5 1.098870e+08 1.025844e-01
2310 9 0 6 1.239525e+08 1.217874e-01
2311 9 0 7 1.194275e+08 8.960751e-02
2312 9 0 8 1.162047e+08 6.657172e-02
2313 9 0 9 1.191931e+08 1.106120e-01
2314 9 0 10 1.112413e+08 9.631547e-02
2315 9 0 11 1.166326e+08 6.862222e-02
2316 9 0 12 1.068382e+08 6.085280e-02
2317 9 0 13 1.042582e+08 1.001311e-01
2318 9 0 14 1.089677e+08 1.324669e-01
2319 9 0 15 9.775600e+07 1.544518e-01
2320 9 1 0 1.225396e+08 1.328780e-01
2321 9 1 1 1.230191e+08 1.421513e-01
2322 9 1 2 1.169067e+08 7.114248e-02
2323 9 1 3 1.032110e+08 9.884928e-02
2324 9 1 4 1.150700e+08 1.417208e-01
2325 9 1 5 1.095324e+08 9.623433e-02
2326 9 1 6 1.115651e+08 1.300424e-01
2327 9 1 7 1.002263e+08 9.718846e-02
2328 9 1 8 1.024584e+08 7.626580e-02
2329 9 1 9 1.095571e+08 4.199041e-02
2330 9 1 10 9.272715e+07 9.038905e-02
2331 9 1 11 1.091568e+08 1.035147e-01
2332 9 1 12 1.181282e+08 9.206777e-02
2333 9 1 13 1.183052e+08 1.229728e-01
2334 9 1 14 1.159385e+08 1.035362e-01
2335 9 1 15 1.170377e+08 1.553061e-01
2336 9 2 0 1.246190e+08 1.495629e-01
2337 9 2 1 8.034445e+07 9.553475e-02
2338 9 2 2 1.038129e+08 9.969224e-02
2339 9 2 3 1.050847e+08 1.162522e-01
2340 9 2 4 1.129529e+08 1.524763e-01
2341 9 2 5 1.110485e+08 1.213359e-01
2342 9 2 6 1.109796e+08 1.101733e-01
2343 9 2 7 9.889794e+07 8.452263e-02
2344 9 2 8 1.056417e+08 1.053572e-01
2345 9 2 9 1.093444e+08 6.341513e-02
2346 9 2 10 1.038066e+08 6.798330e-02
2347 9 2 11 1.146063e+08 9.533698e-02
2348 9 2 12 1.263098e+08 1.081939e-01
2349 9 2 13 1.304176e+08 1.499618e-01
2350 9 2 14 1.086031e+08 9.108454e-02
2351 9 2 15 1.254901e+08 1.161283e-01
2352 9 3 0 1.060266e+08 1.025123e-01
2353 9 3 1 8.853966e+07 1.051604e-01
2354 9 3 2 7.990987e+07 8.620680e-02
2355 9 3 3 9.566708e+07 1.259832e-01
2356 9 3 4 9.787412e+07 1.255160e-01
2357 9 3 5 1.065636e+08 1.716006e-01
2358 9 3 6 1.127808e+08 9.740670e-02
2359 9 3 7 1.010326e+08 8.362615e-02
2360 9 3 8 7.749931e+07 7.437149e-02
2361 9 3 9 1.088401e+08 1.047660e-01
2362 9 3 10 1.146893e+08 1.402835e-01
2363 9 3 11 1.151168e+08 9.650892e-02
2364 9 3 12 1.109447e+08 1.022076e-01
2365 9 3 13 1.246851e+08 1.441787e-01
2366 9 3 14 1.343300e+08 1.858156e-01
2367 9 3 15 8.717650e+07 7.455938e-02
2368 9 4 0 8.178929e+07 1.012140e-01
2369 9 4 1 8.166745e+07 1.184285e-01
2370 9 4 2 9.990299e+07 1.177768e-01
2371 9 4 3 9.845764e+07 6.820672e-02
2372 9 4 4 1.068203e+08 8.247688e-02
2373 9 4 5 1.187644e+08 1.491354e-01
2374 9 4 6 1.239137e+08 1.102785e-01
2375 9 4 7 1.129294e+08 8.111801e-02
2376 9 4 8 1.027381e+08 5.144851e-02
2377 9 4 9 1.077137e+08 8.366888e-02
2378 9 4 10 1.197473e+08 1.341313e-01
2379 9 4 11 1.235239e+08 1.544784e-01
2380 9 4 12 1.351891e+08 1.341968e-01
2381 9 4 13 1.306595e+08 1.382526e-01
2382 9 4 14 1.154296e+08 1.583661e-01
2383 9 4 15 8.688375e+07 8.589940e-02
2384 9 5 0 7.165012e+07 7.880673e-02
2385 9 5 1 7.970373e+07 1.162799e-01
2386 9 5 2 7.986209e+07 1.150551e-01
2387 9 5 3 1.161671e+08 7.445744e-02
2388 9 5 4 1.099567e+08 6.163986e-02
2389 9 5 5 1.055793e+08 1.023210e-01
2390 9 5 6 1.368240e+08 8.272619e-02
2391 9 5 7 1.292394e+08 6.950335e-02
2392 9 5 8 1.278883e+08 5.463751e-02
2393 9 5 9 1.302433e+08 1.115155e-01
2394 9 5 10 1.282558e+08 1.147748e-01
2395 9 5 11 1.136071e+08 1.434732e-01
2396 9 5 12 1.219717e+08 1.696853e-01
2397 9 5 13 1.008061e+08 1.199776e-01
2398 9 5 14 8.528038e+07 1.650963e-01
2399 9 5 15 8.381835e+07 1.273833e-01
2400 9 6 0 8.330655e+07 1.202459e-01
2401 9 6 1 8.266589e+07 1.319482e-01
2402 9 6 2 7.697072e+07 9.632307e-02
2403 9 6 3 1.147913e+08 8.474562e-02
2404 9 6 4 1.077096e+08 6.078063e-02
2405 9 6 5 1.125412e+08 9.054058e-02
2406 9 6 6 1.168388e+08 9.005247e-02
2407 9 6 7 1.093683e+08 7.031345e-02
2408 9 6 8 1.301132e+08 1.141090e-01
2409 9 6 9 1.160286e+08 1.139154e-01
2410 9 6 10 1.130545e+08 1.262665e-01
2411 9 6 11 1.260305e+08 8.749713e-02
2412 9 6 12 9.753648e+07 9.815458e-02
2413 9 6 13 1.175402e+08 1.466024e-01
2414 9 6 14 8.159405e+07 1.355187e-01
2415 9 6 15 8.424939e+07 1.423722e-01
2416 9 7 0 8.095792e+07 1.205379e-01
2417 9 7 1 8.390313e+07 1.466663e-01
2418 9 7 2 8.108893e+07 1.266287e-01
2419 9 7 3 1.146584e+08 9.362660e-02
2420 9 7 4 1.171819e+08 7.226472e-02
2421 9 7 5 1.128393e+08 5.405322e-02
2422 9 7 6 1.103305e+08 8.616069e-02
2423 9 7 7 1.185492e+08 8.519708e-02
2424 9 7 8 9.603514e+07 1.596099e-01
2425 9 7 9 1.039899e+08 8.947008e-02
2426 9 7 10 9.492615e+07 8.104759e-02
2427 9 7 11 1.153180e+08 1.008147e-01
2428 9 7 12 9.467128e+07 6.774649e-02
2429 9 7 13 7.486298e+07 1.743751e-01
2430 9 7 14 8.149349e+07 1.563686e-01
2431 9 7 15 8.071180e+07 1.113702e-01
2432 9 8 0 8.135827e+07 1.093306e-01
2433 9 8 1 8.171811e+07 1.229961e-01
2434 9 8 2 8.144277e+07 9.766050e-02
2435 9 8 3 1.076337e+08 6.121836e-02
2436 9 8 4 8.771785e+07 1.009544e-01
2437 9 8 5 7.898582e+07 7.777871e-02
2438 9 8 6 6.988781e+07 4.999536e-02
2439 9 8 7 8.046754e+07 1.096594e-01
2440 9 8 8 1.039012e+08 1.439534e-01
2441 9 8 9 1.046581e+08 1.152091e-01
2442 9 8 10 9.348921e+07 6.320066e-02
2443 9 8 11 1.082053e+08 7.295180e-02
2444 9 8 12 1.061260e+08 7.922218e-02
2445 9 8 13 1.101601e+08 1.209824e-01
2446 9 8 14 8.863062e+07 1.763705e-01
2447 9 8 15 8.281241e+07 1.288904e-01
2448 9 9 0 7.917544e+07 8.281237e-02
2449 9 9 1 8.347243e+07 1.364738e-01
2450 9 9 2 8.121602e+07 1.003094e-01
2451 9 9 3 9.324950e+07 1.168666e-01
2452 9 9 4 7.579163e+07 8.413143e-02
2453 9 9 5 7.110695e+07 5.733575e-02
2454 9 9 6 7.168864e+07 7.880022e-02
2455 9 9 7 8.022014e+07 1.049004e-01
2456 9 9 8 1.091518e+08 1.074188e-01
2457 9 9 9 1.048595e+08 1.130004e-01
2458 9 9 10 9.928616e+07 8.822769e-02
2459 9 9 11 1.035882e+08 6.057582e-02
2460 9 9 12 1.126587e+08 1.448054e-01
2461 9 9 13 9.767532e+07 1.031357e-01
2462 9 9 14 1.114192e+08 1.748333e-01
2463 9 9 15 8.473198e+07 1.426934e-01
2464 9 10 0 7.595071e+07 1.415580e-01
2465 9 10 1 9.969029e+07 1.028298e-01
2466 9 10 2 1.042259e+08 8.370802e-02
2467 9 10 3 8.037195e+07 1.039846e-01
2468 9 10 4 7.766681e+07 1.001964e-01
2469 9 10 5 8.049671e+07 7.901321e-02
2470 9 10 6 7.452214e+07 8.705589e-02
2471 9 10 7 7.844267e+07 9.079395e-02
2472 9 10 8 1.113206e+08 9.469658e-02
2473 9 10 9 1.065114e+08 9.287055e-02
2474 9 10 10 1.094746e+08 9.818163e-02
2475 9 10 11 1.035893e+08 1.049378e-01
2476 9 10 12 1.108433e+08 1.366541e-01
2477 9 10 13 9.543852e+07 1.271507e-01
2478 9 10 14 9.044204e+07 1.060861e-01
2479 9 10 15 8.925009e+07 1.413006e-01
2480 9 11 0 7.951064e+07 1.525928e-01
2481 9 11 1 8.034689e+07 1.192937e-01
2482 9 11 2 9.516356e+07 9.731180e-02
2483 9 11 3 1.063483e+08 9.889735e-02
2484 9 11 4 7.990470e+07 1.066019e-01
2485 9 11 5 7.518255e+07 9.712073e-02
2486 9 11 6 7.665936e+07 8.522102e-02
2487 9 11 7 6.694664e+07 6.330251e-02
2488 9 11 8 7.988194e+07 1.227708e-01
2489 9 11 9 1.050315e+08 7.193631e-02
2490 9 11 10 1.120473e+08 7.718618e-02
2491 9 11 11 1.130571e+08 1.779785e-01
2492 9 11 12 1.088341e+08 1.218390e-01
2493 9 11 13 8.575927e+07 1.334784e-01
2494 9 11 14 8.163580e+07 1.166270e-01
2495 9 11 15 1.247309e+08 1.217044e-01
2496 9 12 0 7.798684e+07 1.495045e-01
2497 9 12 1 8.868326e+07 1.351275e-01
2498 9 12 2 6.769644e+07 6.966762e-02
2499 9 12 3 1.057351e+08 8.833810e-02
2500 9 12 4 9.780071e+07 8.229543e-02
2501 9 12 5 8.045224e+07 1.496713e-01
2502 9 12 6 7.371460e+07 6.684613e-02
2503 9 12 7 7.674206e+07 9.505260e-02
2504 9 12 8 7.184829e+07 6.388022e-02
2505 9 12 9 1.087202e+08 1.204800e-01
2506 9 12 10 1.047235e+08 1.790295e-01
2507 9 12 11 9.998168e+07 1.359275e-01
2508 9 12 12 9.630584e+07 1.014873e-01
2509 9 12 13 7.860921e+07 7.583888e-02
2510 9 12 14 8.168254e+07 1.529170e-01
2511 9 12 15 1.101518e+08 7.610314e-02
2512 9 13 0 1.326151e+08 1.175899e-01
2513 9 13 1 1.046962e+08 1.691899e-01
2514 9 13 2 8.144867e+07 1.046580e-01
2515 9 13 3 7.883135e+07 5.621616e-02
2516 9 13 4 1.090416e+08 9.899517e-02
2517 9 13 5 9.653093e+07 7.566673e-02
2518 9 13 6 8.282167e+07 1.268296e-01
2519 9 13 7 1.122005e+08 7.677399e-02
2520 9 13 8 1.049115e+08 6.979675e-02
2521 9 13 9 1.343629e+08 1.260657e-01
2522 9 13 10 8.896685e+07 1.732721e-01
2523 9 13 11 7.966318e+07 1.130532e-01
2524 9 13 12 9.458187e+07 7.475650e-02
2525 9 13 13 9.496593e+07 9.448413e-02
2526 9 13 14 9.924351e+07 1.050629e-01
2527 9 13 15 1.118557e+08 1.399528e-01
2528 9 14 0 8.883734e+07 1.494578e-01
2529 9 14 1 1.138503e+08 1.311904e-01
2530 9 14 2 1.223235e+08 1.267077e-01
2531 9 14 3 8.798714e+07 7.832589e-02
2532 9 14 4 9.940184e+07 5.127157e-02
2533 9 14 5 1.046785e+08 1.014171e-01
2534 9 14 6 9.911367e+07 9.620117e-02
2535 9 14 7 1.092561e+08 6.338784e-02
2536 9 14 8 1.288330e+08 1.367959e-01
2537 9 14 9 1.344973e+08 1.467220e-01
2538 9 14 10 1.168845e+08 1.203775e-01
2539 9 14 11 1.188935e+08 7.866331e-02
2540 9 14 12 1.149904e+08 8.091847e-02
2541 9 14 13 7.358330e+07 8.488254e-02
2542 9 14 14 8.207510e+07 9.660130e-02
2543 9 14 15 8.078942e+07 1.489754e-01
2544 9 15 0 7.741132e+07 1.902335e-01
2545 9 15 1 9.524317e+07 1.312608e-01
2546 9 15 2 1.084586e+08 9.711262e-02
2547 9 15 3 9.432800e+07 8.265518e-02
2548 9 15 4 1.031410e+08 7.442456e-02
2549 9 15 5 1.180830e+08 1.037173e-01
2550 9 15 6 1.133373e+08 7.141205e-02
2551 9 15 7 1.253909e+08 1.035476e-01
2552 9 15 8 1.136727e+08 8.136567e-02
2553 9 15 9 1.170683e+08 1.213255e-01
2554 9 15 10 1.206406e+08 1.273175e-01
2555 9 15 11 9.990980e+07 6.782629e-02
2556 9 15 12 1.128502e+08 7.958964e-02
2557 9 15 13 6.961899e+07 1.015455e-01
2558 9 15 14 8.921605e+07 1.148156e-01
2559 9 15 15 7.432666e+07 1.286690e-01
2560 10 0 0 8.101229e+07 1.287647e-01
2561 10 0 1 7.452663e+07 1.085954e-01
2562 10 0 2 7.521106e+07 9.722060e-02
2563 10 0 3 8.720223e+07 7.408783e-02
2564 10 0 4 1.084858e+08 1.362906e-01
2565 10 0 5 1.188335e+08 1.385422e-01
2566 10 0 6 1.207274e+08 1.102289e-01
2567 10 0 7 1.277051e+08 1.358229e-01
2568 10 0 8 8.121161e+07 1.053309e-01
2569 10 0 9 1.167152e+08 8.940046e-02
2570 10 0 10 1.028939e+08 7.992440e-02
2571 10 0 11 9.786709e+07 7.356266e-02
2572 10 0 12 1.174832e+08 6.946449e-02
2573 10 0 13 1.118767e+08 9.935225e-02
2574 10 0 14 7.361898e+07 1.486012e-01
2575 10 0 15 9.957321e+07 1.396770e-01
2576 10 1 0 8.264204e+07 1.236134e-01
2577 10 1 1 1.133765e+08 9.140537e-02
2578 10 1 2 1.075950e+08 5.497680e-02
2579 10 1 3 1.128499e+08 1.581545e-01
2580 10 1 4 1.106490e+08 9.468402e-02
2581 10 1 5 1.127132e+08 1.272553e-01
2582 10 1 6 1.025298e+08 1.574438e-01
2583 10 1 7 9.696317e+07 1.331102e-01
2584 10 1 8 1.088669e+08 7.292330e-02
2585 10 1 9 1.055928e+08 3.794313e-02
2586 10 1 10 1.014375e+08 6.041867e-02
2587 10 1 11 1.011632e+08 6.757349e-02
2588 10 1 12 1.124135e+08 1.162020e-01
2589 10 1 13 1.160815e+08 8.587776e-02
2590 10 1 14 7.361613e+07 1.525267e-01
2591 10 1 15 8.435195e+07 1.207996e-01
2592 10 2 0 9.763176e+07 1.054426e-01
2593 10 2 1 1.037723e+08 1.167381e-01
2594 10 2 2 1.010069e+08 7.847717e-02
2595 10 2 3 9.811329e+07 1.469140e-01
2596 10 2 4 8.942662e+07 1.506530e-01
2597 10 2 5 1.041449e+08 7.025093e-02
2598 10 2 6 1.108508e+08 1.287047e-01
2599 10 2 7 1.198975e+08 1.164245e-01
2600 10 2 8 1.013124e+08 9.224714e-02
2601 10 2 9 1.021682e+08 3.423615e-02
2602 10 2 10 1.050982e+08 4.642454e-02
2603 10 2 11 1.213846e+08 8.562224e-02
2604 10 2 12 1.321867e+08 1.274327e-01
2605 10 2 13 1.267872e+08 1.506082e-01
2606 10 2 14 1.069342e+08 1.165645e-01
2607 10 2 15 1.285302e+08 1.447722e-01
2608 10 3 0 1.101781e+08 1.278366e-01
2609 10 3 1 6.596486e+07 7.276420e-02
2610 10 3 2 7.427884e+07 5.976973e-02
2611 10 3 3 7.468227e+07 8.828386e-02
2612 10 3 4 8.521694e+07 1.575616e-01
2613 10 3 5 8.319611e+07 1.831173e-01
2614 10 3 6 9.892182e+07 9.076066e-02
2615 10 3 7 1.008297e+08 7.684223e-02
2616 10 3 8 1.018345e+08 6.560556e-02
2617 10 3 9 1.071923e+08 8.532325e-02
2618 10 3 10 1.134089e+08 9.021848e-02
2619 10 3 11 1.206497e+08 1.285772e-01
2620 10 3 12 1.322411e+08 1.558489e-01
2621 10 3 13 1.341558e+08 1.409675e-01
2622 10 3 14 1.093734e+08 1.374461e-01
2623 10 3 15 1.274831e+08 1.172743e-01
2624 10 4 0 1.183432e+08 1.169170e-01
2625 10 4 1 9.268067e+07 8.573870e-02
2626 10 4 2 8.994394e+07 5.394429e-02
2627 10 4 3 1.152836e+08 1.065370e-01
2628 10 4 4 1.074002e+08 1.399412e-01
2629 10 4 5 1.384833e+08 1.332007e-01
2630 10 4 6 1.169564e+08 1.045337e-01
2631 10 4 7 1.134326e+08 5.027239e-02
2632 10 4 8 1.171904e+08 6.840209e-02
2633 10 4 9 8.106323e+07 9.806972e-02
2634 10 4 10 1.087346e+08 1.212297e-01
2635 10 4 11 1.076571e+08 1.279597e-01
2636 10 4 12 1.052219e+08 1.070095e-01
2637 10 4 13 1.150608e+08 1.894434e-01
2638 10 4 14 1.114715e+08 1.691895e-01
2639 10 4 15 9.104954e+07 6.950123e-02
2640 10 5 0 7.604956e+07 1.027674e-01
2641 10 5 1 7.517138e+07 7.330530e-02
2642 10 5 2 8.311318e+07 1.191919e-01
2643 10 5 3 1.124236e+08 1.042533e-01
2644 10 5 4 1.254562e+08 8.843286e-02
2645 10 5 5 1.358651e+08 7.316763e-02
2646 10 5 6 1.285050e+08 8.209096e-02
2647 10 5 7 1.198179e+08 5.770908e-02
2648 10 5 8 1.040875e+08 3.987328e-02
2649 10 5 9 1.117853e+08 1.201767e-01
2650 10 5 10 1.069593e+08 1.236581e-01
2651 10 5 11 1.029236e+08 1.208767e-01
2652 10 5 12 9.870636e+07 1.165273e-01
2653 10 5 13 1.136422e+08 1.479935e-01
2654 10 5 14 1.222559e+08 1.720907e-01
2655 10 5 15 8.320440e+07 1.404181e-01
2656 10 6 0 7.961484e+07 1.212291e-01
2657 10 6 1 8.033179e+07 1.161120e-01
2658 10 6 2 7.971907e+07 1.000586e-01
2659 10 6 3 1.134653e+08 8.606095e-02
2660 10 6 4 1.031862e+08 6.961751e-02
2661 10 6 5 1.083147e+08 5.873389e-02
2662 10 6 6 1.101265e+08 8.051922e-02
2663 10 6 7 1.317835e+08 1.174951e-01
2664 10 6 8 1.080150e+08 6.874062e-02
2665 10 6 9 1.188651e+08 1.221065e-01
2666 10 6 10 9.199173e+07 1.406812e-01
2667 10 6 11 1.011899e+08 7.848768e-02
2668 10 6 12 9.885997e+07 1.120777e-01
2669 10 6 13 1.327482e+08 9.718530e-02
2670 10 6 14 8.608636e+07 1.672859e-01
2671 10 6 15 8.748755e+07 1.780646e-01
2672 10 7 0 8.281486e+07 1.293989e-01
2673 10 7 1 8.644777e+07 1.779389e-01
2674 10 7 2 8.247469e+07 1.310034e-01
2675 10 7 3 1.019261e+08 4.229263e-02
2676 10 7 4 1.200845e+08 6.151966e-02
2677 10 7 5 1.112007e+08 5.795108e-02
2678 10 7 6 1.064816e+08 7.885705e-02
2679 10 7 7 1.268036e+08 9.583028e-02
2680 10 7 8 9.846098e+07 1.291382e-01
2681 10 7 9 9.520792e+07 1.055203e-01
2682 10 7 10 1.089051e+08 7.680335e-02
2683 10 7 11 1.071490e+08 8.781838e-02
2684 10 7 12 1.185981e+08 7.682756e-02
2685 10 7 13 1.143067e+08 1.450749e-01
2686 10 7 14 8.426236e+07 1.579876e-01
2687 10 7 15 8.271277e+07 1.485506e-01
2688 10 8 0 8.207173e+07 1.083346e-01
2689 10 8 1 8.542832e+07 1.657454e-01
2690 10 8 2 8.448860e+07 1.606374e-01
2691 10 8 3 1.081330e+08 4.656781e-02
2692 10 8 4 1.016283e+08 5.666042e-02
2693 10 8 5 8.365566e+07 7.114770e-02
2694 10 8 6 1.210479e+08 5.554323e-02
2695 10 8 7 7.890090e+07 9.414588e-02
2696 10 8 8 8.816215e+07 1.263204e-01
2697 10 8 9 1.006651e+08 1.261900e-01
2698 10 8 10 9.709862e+07 1.151667e-01
2699 10 8 11 9.010988e+07 5.532862e-02
2700 10 8 12 9.880148e+07 5.786388e-02
2701 10 8 13 1.213504e+08 1.421074e-01
2702 10 8 14 8.553250e+07 1.453426e-01
2703 10 8 15 8.297781e+07 1.318899e-01
2704 10 9 0 8.177749e+07 1.288478e-01
2705 10 9 1 8.360512e+07 1.361339e-01
2706 10 9 2 1.032980e+08 1.200173e-01
2707 10 9 3 8.101801e+07 1.311441e-01
2708 10 9 4 7.722898e+07 8.551452e-02
2709 10 9 5 8.384697e+07 4.683812e-02
2710 10 9 6 7.404644e+07 6.576116e-02
2711 10 9 7 7.897360e+07 8.230093e-02
2712 10 9 8 1.034120e+08 7.876513e-02
2713 10 9 9 1.166278e+08 1.293771e-01
2714 10 9 10 1.085206e+08 9.575621e-02
2715 10 9 11 9.245003e+07 5.645721e-02
2716 10 9 12 1.092498e+08 1.171272e-01
2717 10 9 13 8.989085e+07 1.317128e-01
2718 10 9 14 9.257813e+07 1.248617e-01
2719 10 9 15 8.212920e+07 1.138293e-01
2720 10 10 0 8.429996e+07 1.624177e-01
2721 10 10 1 7.518562e+07 1.196990e-01
2722 10 10 2 8.746299e+07 7.509444e-02
2723 10 10 3 8.719850e+07 8.912736e-02
2724 10 10 4 9.697045e+07 1.133215e-01
2725 10 10 5 7.284979e+07 6.447347e-02
2726 10 10 6 7.277322e+07 7.181197e-02
2727 10 10 7 8.092814e+07 9.905478e-02
2728 10 10 8 8.112879e+07 1.079911e-01
2729 10 10 9 1.077897e+08 7.688079e-02
2730 10 10 10 1.108284e+08 9.529513e-02
2731 10 10 11 1.003290e+08 1.065302e-01
2732 10 10 12 9.194216e+07 1.357675e-01
2733 10 10 13 1.039800e+08 1.099979e-01
2734 10 10 14 7.117118e+07 8.194933e-02
2735 10 10 15 1.083000e+08 1.597161e-01
2736 10 11 0 9.359743e+07 1.723708e-01
2737 10 11 1 7.819193e+07 1.143325e-01
2738 10 11 2 7.191826e+07 1.074442e-01
2739 10 11 3 1.021925e+08 5.814027e-02
2740 10 11 4 7.406355e+07 6.790634e-02
2741 10 11 5 8.517649e+07 1.156188e-01
2742 10 11 6 7.456043e+07 9.322014e-02
2743 10 11 7 7.573900e+07 7.945921e-02
2744 10 11 8 7.808838e+07 9.459100e-02
2745 10 11 9 1.112159e+08 9.790015e-02
2746 10 11 10 1.070741e+08 7.293872e-02
2747 10 11 11 1.031358e+08 1.654257e-01
2748 10 11 12 1.020267e+08 1.099492e-01
2749 10 11 13 8.815840e+07 7.642174e-02
2750 10 11 14 8.490467e+07 1.218400e-01
2751 10 11 15 1.088755e+08 1.453051e-01
2752 10 12 0 1.461687e+08 1.031127e-01
2753 10 12 1 9.265211e+07 1.408379e-01
2754 10 12 2 8.089167e+07 1.121560e-01
2755 10 12 3 9.020582e+07 4.215068e-02
2756 10 12 4 1.111430e+08 7.115290e-02
2757 10 12 5 8.076520e+07 1.374615e-01
2758 10 12 6 7.759154e+07 9.549189e-02
2759 10 12 7 8.062285e+07 1.075762e-01
2760 10 12 8 8.193789e+07 9.992821e-02
2761 10 12 9 1.061364e+08 5.208206e-02
2762 10 12 10 1.039482e+08 1.847701e-01
2763 10 12 11 1.054023e+08 1.213877e-01
2764 10 12 12 9.440268e+07 6.566777e-02
2765 10 12 13 1.017706e+08 8.895812e-02
2766 10 12 14 8.134477e+07 1.122823e-01
2767 10 12 15 8.757073e+07 1.408399e-01
2768 10 13 0 9.517697e+07 1.204339e-01
2769 10 13 1 1.208861e+08 1.043600e-01
2770 10 13 2 1.006336e+08 1.255118e-01
2771 10 13 3 8.025008e+07 7.279353e-02
2772 10 13 4 6.834545e+07 8.249554e-02
2773 10 13 5 1.071076e+08 8.652604e-02
2774 10 13 6 8.140368e+07 1.383950e-01
2775 10 13 7 7.544102e+07 8.264173e-02
2776 10 13 8 7.960957e+07 9.326220e-02
2777 10 13 9 9.086355e+07 1.510940e-01
2778 10 13 10 8.318194e+07 1.427785e-01
2779 10 13 11 1.012692e+08 9.043575e-02
2780 10 13 12 9.088576e+07 8.378034e-02
2781 10 13 13 7.667816e+07 8.305467e-02
2782 10 13 14 8.048914e+07 8.571192e-02
2783 10 13 15 9.164350e+07 1.906780e-01
2784 10 14 0 8.866237e+07 1.325526e-01
2785 10 14 1 1.326464e+08 1.041717e-01
2786 10 14 2 9.666242e+07 8.872932e-02
2787 10 14 3 1.087956e+08 1.171513e-01
2788 10 14 4 9.355621e+07 5.529755e-02
2789 10 14 5 9.936929e+07 8.880384e-02
2790 10 14 6 1.161484e+08 1.080670e-01
2791 10 14 7 1.032065e+08 9.709383e-02
2792 10 14 8 8.326498e+07 1.422579e-01
2793 10 14 9 8.773834e+07 1.811147e-01
2794 10 14 10 1.152563e+08 6.800027e-02
2795 10 14 11 1.115211e+08 5.267104e-02
2796 10 14 12 1.101727e+08 7.980101e-02
2797 10 14 13 9.643018e+07 4.857727e-02
2798 10 14 14 1.089707e+08 1.510755e-01
2799 10 14 15 7.524709e+07 1.607580e-01
2800 10 15 0 8.469616e+07 1.320965e-01
2801 10 15 1 7.278521e+07 1.368260e-01
2802 10 15 2 9.972049e+07 9.432894e-02
2803 10 15 3 8.711923e+07 7.193674e-02
2804 10 15 4 9.484777e+07 1.085902e-01
2805 10 15 5 1.211507e+08 9.407348e-02
2806 10 15 6 1.141409e+08 9.923048e-02
2807 10 15 7 1.283581e+08 1.200132e-01
2808 10 15 8 8.498311e+07 1.508913e-01
2809 10 15 9 1.175672e+08 1.221024e-01
2810 10 15 10 1.134692e+08 8.158985e-02
2811 10 15 11 1.054168e+08 5.981839e-02
2812 10 15 12 1.038559e+08 6.485134e-02
2813 10 15 13 1.179188e+08 8.809069e-02
2814 10 15 14 7.324801e+07 1.206449e-01
2815 10 15 15 7.554829e+07 1.767033e-01
2816 11 0 0 8.024649e+07 1.111568e-01
2817 11 0 1 8.960212e+07 7.614555e-02
2818 11 0 2 9.373822e+07 8.307494e-02
2819 11 0 3 8.402282e+07 1.060373e-01
2820 11 0 4 1.114154e+08 1.017505e-01
2821 11 0 5 1.296946e+08 1.492587e-01
2822 11 0 6 1.273432e+08 1.544403e-01
2823 11 0 7 1.249682e+08 1.289920e-01
2824 11 0 8 8.024362e+07 8.621766e-02
2825 11 0 9 7.520950e+07 6.678815e-02
2826 11 0 10 7.326561e+07 6.521996e-02
2827 11 0 11 7.495011e+07 7.805234e-02
