voxel_ID x y z sigma_vM epsilon_V^0.0(F)_vM
1154 4 8 2 9.496369e+07 9.956830e-02
1155 4 8 3 1.147406e+08 1.446030e-01
1156 4 8 4 1.189571e+08 1.125945e-01
1157 4 8 5 1.147242e+08 1.061330e-01
1158 4 8 6 1.260802e+08 1.512455e-01
1159 4 8 7 1.113399e+08 1.635722e-01
1160 4 8 8 1.071917e+08 1.304388e-01
1161 4 8 9 1.234208e+08 1.083350e-01
1162 4 8 10 1.123880e+08 1.192601e-01
1163 4 8 11 1.343622e+08 1.126599e-01
1164 4 8 12 1.255899e+08 7.904700e-02
1165 4 8 13 1.114539e+08 6.368225e-02
1166 4 8 14 1.207466e+08 1.027940e-01
1167 4 8 15 1.062840e+08 7.466402e-02
1168 4 9 0 1.027554e+08 8.853159e-02
1169 4 9 1 1.081901e+08 9.790265e-02
1170 4 9 2 1.147074e+08 1.353777e-01
1171 4 9 3 1.137809e+08 1.510294e-01
1172 4 9 4 1.150657e+08 1.634984e-01
1173 4 9 5 1.330304e+08 1.584614e-01
1174 4 9 6 1.085723e+08 9.079760e-02
1175 4 9 7 1.111096e+08 1.017454e-01
1176 4 9 8 1.236270e+08 1.295077e-01
1177 4 9 9 9.002510e+07 9.633596e-02
1178 4 9 10 9.377774e+07 1.217264e-01
1179 4 9 11 1.241879e+08 8.905624e-02
1180 4 9 12 1.187601e+08 8.018127e-02
1181 4 9 13 1.185768e+08 1.144309e-01
1182 4 9 14 1.012695e+08 6.971118e-02
1183 4 9 15 9.614275e+07 5.500241e-02
1184 4 10 0 9.648059e+07 9.738703e-02
1185 4 10 1 8.945774e+07 1.302044e-01
1186 4 10 2 9.514339e+07 1.456401e-01
1187 4 10 3 1.186070e+08 1.575165e-01
1188 4 10 4 1.369954e+08 1.610130e-01
1189 4 10 5 1.394094e+08 1.391580e-01
1190 4 10 6 1.258334e+08 8.922591e-02
1191 4 10 7 1.240656e+08 7.896767e-02
1192 4 10 8 1.285058e+08 7.390357e-02
1193 4 10 9 1.089918e+08 9.408487e-02
1194 4 10 10 1.090712e+08 1.356829e-01
1195 4 10 11 1.211403e+08 8.286311e-02
1196 4 10 12 1.182721e+08 1.406301e-01
1197 4 10 13 1.164582e+08 1.272368e-01
1198 4 10 14 1.049312e+08 4.644648e-02
1199 4 10 15 1.086964e+08 6.272107e-02
1200 4 11 0 9.720260e+07 1.154934e-01
1201 4 11 1 9.087213e+07 1.331910e-01
1202 4 11 2 1.255771e+08 1.276139e-01
1203 4 11 3 1.281847e+08 1.337529e-01
1204 4 11 4 1.282471e+08 1.213222e-01
1205 4 11 5 1.371448e+08 1.326795e-01
1206 4 11 6 1.256267e+08 1.120235e-01
1207 4 11 7 1.178504e+08 4.801039e-02
1208 4 11 8 8.843676e+07 8.022225e-02
1209 4 11 9 1.112824e+08 1.399418e-01
1210 4 11 10 1.211577e+08 6.904366e-02
1211 4 11 11 1.155797e+08 1.185147e-01
1212 4 11 12 1.429381e+08 1.408650e-01
1213 4 11 13 1.106477e+08 8.855154e-02
1214 4 11 14 1.151300e+08 8.817147e-02
1215 4 11 15 1.096683e+08 5.962602e-02
1216 4 12 0 1.115430e+08 1.266922e-01
1217 4 12 1 1.091085e+08 1.035261e-01
1218 4 12 2 1.214641e+08 1.350887e-01
1219 4 12 3 1.272389e+08 1.448680e-01
1220 4 12 4 1.272173e+08 1.167673e-01
1221 4 12 5 1.301427e+08 1.090991e-01
1222 4 12 6 1.216682e+08 9.218436e-02
1223 4 12 7 1.145654e+08 7.992522e-02
1224 4 12 8 1.121800e+08 9.277530e-02
1225 4 12 9 1.037781e+08 1.107711e-01
1226 4 12 10 9.053463e+07 1.070065e-01
1227 4 12 11 1.052439e+08 1.297753e-01
1228 4 12 12 1.039179e+08 1.050662e-01
1229 4 12 13 1.118268e+08 8.613851e-02
1230 4 12 14 1.117637e+08 9.231634e-02
1231 4 12 15 1.149973e+08 9.248069e-02
1232 4 13 0 1.240039e+08 1.415953e-01
1233 4 13 1 1.205455e+08 1.395841e-01
1234 4 13 2 1.093563e+08 6.828717e-02
1235 4 13 3 1.177217e+08 1.200090e-01
1236 4 13 4 1.263752e+08 1.243870e-01
1237 4 13 5 1.141263e+08 8.734221e-02
1238 4 13 6 1.122591e+08 1.192396e-01
1239 4 13 7 1.134795e+08 9.638243e-02
1240 4 13 8 1.268415e+08 1.161701e-01
1241 4 13 9 1.039454e+08 1.416376e-01
1242 4 13 10 1.071444e+08 8.351119e-02
1243 4 13 11 1.074299e+08 6.067434e-02
1244 4 13 12 1.105244e+08 8.691788e-02
1245 4 13 13 1.174482e+08 1.135059e-01
1246 4 13 14 1.142414e+08 1.064232e-01
1247 4 13 15 1.141179e+08 9.840704e-02
1248 4 14 0 1.239071e+08 1.173479e-01
1249 4 14 1 1.065848e+08 1.266249e-01
1250 4 14 2 1.214653e+08 8.509299e-02
1251 4 14 3 1.177519e+08 1.029461e-01
1252 4 14 4 1.151882e+08 1.113687e-01
1253 4 14 5 1.131004e+08 9.274317e-02
1254 4 14 6 1.168576e+08 8.819386e-02
1255 4 14 7 1.243265e+08 1.113768e-01
1256 4 14 8 1.222894e+08 1.022055e-01
1257 4 14 9 1.105851e+08 1.011159e-01
1258 4 14 10 1.057675e+08 5.953771e-02
1259 4 14 11 7.430872e+07 5.817164e-02
1260 4 14 12 9.305693e+07 1.384229e-01
1261 4 14 13 8.900896e+07 1.141025e-01
1262 4 14 14 1.308233e+08 1.172966e-01
1263 4 14 15 1.314415e+08 1.321139e-01
1264 4 15 0 1.278576e+08 1.219517e-01
1265 4 15 1 1.311661e+08 1.114893e-01
1266 4 15 2 1.254434e+08 1.148575e-01
1267 4 15 3 1.134371e+08 6.844612e-02
1268 4 15 4 1.180046e+08 9.728121e-02
1269 4 15 5 1.127823e+08 9.001827e-02
1270 4 15 6 1.061193e+08 6.845714e-02
1271 4 15 7 1.339583e+08 1.499370e-01
1272 4 15 8 1.233732e+08 1.008549e-01
1273 4 15 9 7.212878e+07 1.256085e-01
1274 4 15 10 7.519569e+07 5.394991e-02
1275 4 15 11 7.933316e+07 1.051758e-01
1276 4 15 12 7.517185e+07 8.579072e-02
1277 4 15 13 9.352700e+07 1.460098e-01
1278 4 15 14 8.720256e+07 1.747702e-01
1279 4 15 15 1.160537e+08 6.593322e-02
1280 5 0 0 1.313143e+08 7.477961e-02
1281 5 0 1 1.329201e+08 1.216281e-01
1282 5 0 2 1.038583e+08 1.997847e-01
1283 5 0 3 9.772260e+07 1.186768e-01
1284 5 0 4 9.812841e+07 3.766785e-02
1285 5 0 5 1.006300e+08 4.569461e-02
1286 5 0 6 1.164817e+08 6.476614e-02
1287 5 0 7 1.005328e+08 1.195325e-01
1288 5 0 8 9.730054e+07 9.202940e-02
1289 5 0 9 1.035599e+08 7.112820e-02
1290 5 0 10 1.041641e+08 7.769784e-02
1291 5 0 11 7.759548e+07 1.161665e-01
1292 5 0 12 8.062752e+07 1.298408e-01
1293 5 0 13 8.372674e+07 1.453819e-01
1294 5 0 14 1.031369e+08 1.430459e-01
1295 5 0 15 1.203371e+08 1.255496e-01
1296 5 1 0 1.418271e+08 1.752352e-01
1297 5 1 1 1.272544e+08 1.041476e-01
1298 5 1 2 1.238809e+08 9.463169e-02
1299 5 1 3 1.208800e+08 1.364398e-01
1300 5 1 4 1.122735e+08 1.070920e-01
1301 5 1 5 1.130667e+08 9.033142e-02
1302 5 1 6 1.011494e+08 6.691499e-02
1303 5 1 7 7.654218e+07 8.134605e-02
1304 5 1 8 9.152682e+07 1.007783e-01
1305 5 1 9 7.112576e+07 1.169073e-01
1306 5 1 10 1.161023e+08 1.030776e-01
1307 5 1 11 1.155539e+08 1.154304e-01
1308 5 1 12 1.229675e+08 1.134453e-01
1309 5 1 13 1.113116e+08 9.543831e-02
1310 5 1 14 1.132106e+08 1.136283e-01
1311 5 1 15 1.356613e+08 1.370681e-01
1312 5 2 0 1.262432e+08 1.594317e-01
1313 5 2 1 1.012756e+08 9.128172e-02
1314 5 2 2 7.881607e+07 1.021958e-01
1315 5 2 3 1.217729e+08 9.645165e-02
1316 5 2 4 1.324852e+08 1.604293e-01
1317 5 2 5 1.178705e+08 1.021047e-01
1318 5 2 6 1.062498e+08 5.786937e-02
1319 5 2 7 1.059474e+08 9.448424e-02
1320 5 2 8 7.782454e+07 8.030600e-02
1321 5 2 9 7.392686e+07 9.424861e-02
1322 5 2 10 1.005413e+08 1.042077e-01
1323 5 2 11 1.144845e+08 1.306137e-01
1324 5 2 12 1.129219e+08 9.723712e-02
1325 5 2 13 1.112983e+08 1.136454e-01
1326 5 2 14 1.147482e+08 9.682144e-02
1327 5 2 15 1.323364e+08 1.276691e-01
1328 5 3 0 1.110454e+08 8.844741e-02
1329 5 3 1 1.070045e+08 6.551385e-02
1330 5 3 2 1.265882e+08 1.226502e-01
1331 5 3 3 1.171925e+08 9.958599e-02
1332 5 3 4 1.264106e+08 1.368657e-01
1333 5 3 5 1.155015e+08 1.266707e-01
1334 5 3 6 1.032859e+08 8.278324e-02
1335 5 3 7 1.114351e+08 9.363304e-02
1336 5 3 8 8.005780e+07 6.499209e-02
1337 5 3 9 9.284699e+07 1.260967e-01
1338 5 3 10 1.074298e+08 1.490665e-01
1339 5 3 11 8.668061e+07 1.019408e-01
1340 5 3 12 9.676429e+07 1.279003e-01
1341 5 3 13 1.268316e+08 1.370585e-01
1342 5 3 14 1.063803e+08 1.043028e-01
1343 5 3 15 9.932877e+07 1.359189e-01
1344 5 4 0 8.203862e+07 8.497107e-02
1345 5 4 1 1.261365e+08 1.055034e-01
1346 5 4 2 1.106912e+08 8.782133e-02
1347 5 4 3 1.351215e+08 1.384844e-01
1348 5 4 4 1.238076e+08 1.196686e-01
1349 5 4 5 9.932906e+07 7.137176e-02
1350 5 4 6 1.193150e+08 7.220554e-02
1351 5 4 7 1.254613e+08 8.307186e-02
1352 5 4 8 7.629725e+07 1.008894e-01
1353 5 4 9 1.019853e+08 7.662636e-02
1354 5 4 10 1.121163e+08 1.540562e-01
1355 5 4 11 1.189978e+08 1.255140e-01
1356 5 4 12 1.221749e+08 1.063576e-01
1357 5 4 13 1.212072e+08 1.307142e-01
1358 5 4 14 1.219021e+08 1.442939e-01
1359 5 4 15 9.067946e+07 1.028826e-01
1360 5 5 0 1.031924e+08 9.703651e-02
1361 5 5 1 1.031430e+08 9.994347e-02
1362 5 5 2 1.173001e+08 1.197691e-01
1363 5 5 3 1.219677e+08 1.274796e-01
1364 5 5 4 1.208143e+08 1.302463e-01
1365 5 5 5 1.160283e+08 6.253620e-02
1366 5 5 6 1.217564e+08 6.961033e-02
1367 5 5 7 1.139764e+08 6.142112e-02
1368 5 5 8 1.173458e+08 8.472468e-02
1369 5 5 9 1.259316e+08 1.558503e-01
1370 5 5 10 1.160140e+08 1.580403e-01
1371 5 5 11 1.243623e+08 1.123793e-01
1372 5 5 12 1.053957e+08 1.052521e-01
1373 5 5 13 1.074981e+08 1.301014e-01
1374 5 5 14 1.064785e+08 7.543996e-02
1375 5 5 15 9.412968e+07 1.013504e-01
1376 5 6 0 7.174546e+07 9.735573e-02
1377 5 6 1 1.177153e+08 1.535621e-01
1378 5 6 2 1.064843e+08 9.892998e-02
1379 5 6 3 1.180447e+08 1.259345e-01
1380 5 6 4 1.172460e+08 1.264977e-01
1381 5 6 5 1.193330e+08 7.934144e-02
1382 5 6 6 1.130625e+08 4.834011e-02
1383 5 6 7 1.229191e+08 7.073543e-02
1384 5 6 8 1.263250e+08 1.394707e-01
1385 5 6 9 8.127753e+07 1.198685e-01
1386 5 6 10 1.119938e+08 1.562430e-01
1387 5 6 11 1.138480e+08 1.118913e-01
1388 5 6 12 1.118859e+08 1.084475e-01
1389 5 6 13 9.908531e+07 1.120133e-01
1390 5 6 14 8.595404e+07 8.771911e-02
1391 5 6 15 1.053010e+08 9.083969e-02
1392 5 7 0 1.033432e+08 1.177788e-01
1393 5 7 1 1.110079e+08 1.255981e-01
1394 5 7 2 1.142488e+08 1.250164e-01
1395 5 7 3 1.095331e+08 9.964526e-02
1396 5 7 4 1.081602e+08 9.069953e-02
1397 5 7 5 1.145996e+08 1.030808e-01
1398 5 7 6 1.201334e+08 1.208676e-01
1399 5 7 7 1.165432e+08 1.357428e-01
1400 5 7 8 1.366071e+08 1.064026e-01
1401 5 7 9 9.471102e+07 1.233998e-01
1402 5 7 10 1.114769e+08 1.311624e-01
1403 5 7 11 1.139443e+08 1.423533e-01
1404 5 7 12 9.745345e+07 9.894106e-02
1405 5 7 13 6.912077e+07 4.093442e-02
1406 5 7 14 7.396623e+07 7.974136e-02
1407 5 7 15 1.162747e+08 1.144291e-01
1408 5 8 0 1.193105e+08 1.364697e-01
1409 5 8 1 1.141936e+08 1.348732e-01
1410 5 8 2 1.116482e+08 1.332478e-01
1411 5 8 3 1.190526e+08 1.112980e-01
1412 5 8 4 1.184121e+08 9.632165e-02
1413 5 8 5 1.119748e+08 8.679514e-02
1414 5 8 6 1.213466e+08 1.678675e-01
1415 5 8 7 1.208008e+08 1.477224e-01
1416 5 8 8 1.145244e+08 1.034629e-01
1417 5 8 9 1.282197e+08 1.005333e-01
1418 5 8 10 1.166997e+08 1.021032e-01
1419 5 8 11 1.098003e+08 8.968003e-02
1420 5 8 12 1.201056e+08 9.408306e-02
1421 5 8 13 9.990153e+07 1.186520e-01
1422 5 8 14 1.108327e+08 7.024997e-02
1423 5 8 15 1.088167e+08 8.169118e-02
1424 5 9 0 1.037442e+08 1.561233e-01
1425 5 9 1 1.175182e+08 7.568056e-02
1426 5 9 2 1.137020e+08 1.172120e-01
1427 5 9 3 1.200120e+08 1.317287e-01
1428 5 9 4 1.176471e+08 1.197372e-01
1429 5 9 5 1.304735e+08 1.431310e-01
1430 5 9 6 1.078333e+08 1.008416e-01
1431 5 9 7 1.112392e+08 4.789287e-02
1432 5 9 8 1.176300e+08 1.040039e-01
1433 5 9 9 7.315924e+07 1.365909e-01
1434 5 9 10 9.526681e+07 1.250638e-01
1435 5 9 11 1.308554e+08 9.175405e-02
1436 5 9 12 1.150020e+08 7.029469e-02
1437 5 9 13 1.279777e+08 1.360355e-01
1438 5 9 14 1.114896e+08 9.424920e-02
1439 5 9 15 1.020992e+08 8.746870e-02
1440 5 10 0 1.031480e+08 1.421770e-01
1441 5 10 1 1.248165e+08 1.021376e-01
1442 5 10 2 1.071995e+08 1.508192e-01
1443 5 10 3 1.172881e+08 1.085933e-01
1444 5 10 4 1.126091e+08 9.947441e-02
1445 5 10 5 1.367180e+08 1.320483e-01
1446 5 10 6 1.246142e+08 8.960518e-02
1447 5 10 7 1.155216e+08 5.275497e-02
1448 5 10 8 1.137811e+08 4.719593e-02
1449 5 10 9 1.193000e+08 1.046492e-01
1450 5 10 10 1.305402e+08 1.046643e-01
1451 5 10 11 1.282724e+08 1.587797e-01
1452 5 10 12 1.192217e+08 1.303496e-01
1453 5 10 13 1.105445e+08 8.852160e-02
1454 5 10 14 1.204574e+08 1.132421e-01
1455 5 10 15 1.126021e+08 1.007377e-01
1456 5 11 0 1.172997e+08 1.278293e-01
1457 5 11 1 1.199417e+08 9.939847e-02
1458 5 11 2 1.220740e+08 1.195495e-01
1459 5 11 3 1.223207e+08 1.227819e-01
1460 5 11 4 1.221378e+08 1.186743e-01
1461 5 11 5 1.198330e+08 1.096899e-01
1462 5 11 6 1.251081e+08 1.053383e-01
1463 5 11 7 1.218370e+08 7.225267e-02
1464 5 11 8 1.101206e+08 5.032579e-02
1465 5 11 9 1.149146e+08 8.338530e-02
1466 5 11 10 1.080262e+08 1.288711e-01
1467 5 11 11 1.347916e+08 1.201034e-01
1468 5 11 12 1.400165e+08 9.787237e-02
1469 5 11 13 1.127175e+08 1.159532e-01
1470 5 11 14 1.138267e+08 9.615723e-02
1471 5 11 15 1.167353e+08 1.306571e-01
1472 5 12 0 1.226392e+08 1.237238e-01
1473 5 12 1 1.128212e+08 5.936239e-02
1474 5 12 2 1.343007e+08 1.244772e-01
1475 5 12 3 1.350098e+08 1.504890e-01
1476 5 12 4 1.306869e+08 1.157559e-01
1477 5 12 5 1.269512e+08 1.145011e-01
1478 5 12 6 1.156918e+08 5.188295e-02
1479 5 12 7 1.178888e+08 8.073893e-02
1480 5 12 8 1.079626e+08 7.072197e-02
1481 5 12 9 1.125317e+08 5.718261e-02
1482 5 12 10 1.077175e+08 1.193267e-01
1483 5 12 11 1.142387e+08 9.803796e-02
1484 5 12 12 1.032299e+08 1.107981e-01
1485 5 12 13 1.166229e+08 8.938736e-02
1486 5 12 14 1.224861e+08 9.794968e-02
1487 5 12 15 1.273541e+08 1.664813e-01
1488 5 13 0 1.300515e+08 1.399510e-01
1489 5 13 1 9.374067e+07 9.001785e-02
1490 5 13 2 1.051486e+08 7.630225e-02
1491 5 13 3 1.208760e+08 1.183824e-01
1492 5 13 4 1.256262e+08 1.316815e-01
1493 5 13 5 1.250383e+08 1.040341e-01
1494 5 13 6 1.069516e+08 6.351884e-02
1495 5 13 7 1.144236e+08 7.680631e-02
1496 5 13 8 1.207981e+08 9.155854e-02
1497 5 13 9 1.088253e+08 7.409611e-02
1498 5 13 10 1.090694e+08 1.061922e-01
1499 5 13 11 1.180588e+08 9.198080e-02
1500 5 13 12 1.241531e+08 1.063393e-01
1501 5 13 13 1.120785e+08 1.106804e-01
1502 5 13 14 1.199552e+08 1.115906e-01
1503 5 13 15 1.339660e+08 1.530458e-01
1504 5 14 0 9.126854e+07 2.071477e-01
1505 5 14 1 8.780010e+07 1.175949e-01
1506 5 14 2 9.303424e+07 8.757040e-02
1507 5 14 3 1.220153e+08 1.122560e-01
1508 5 14 4 1.158027e+08 9.039568e-02
1509 5 14 5 1.060615e+08 5.627966e-02
1510 5 14 6 1.153378e+08 1.202881e-01
1511 5 14 7 1.217644e+08 1.045068e-01
1512 5 14 8 1.175805e+08 9.628403e-02
1513 5 14 9 1.002935e+08 3.382667e-02
1514 5 14 10 1.145665e+08 4.943349e-02
1515 5 14 11 9.293275e+07 1.216738e-01
1516 5 14 12 9.269165e+07 1.025131e-01
1517 5 14 13 1.031451e+08 1.708457e-01
1518 5 14 14 1.117314e+08 1.136943e-01
1519 5 14 15 1.274241e+08 1.117448e-01
1520 5 15 0 1.262466e+08 1.074738e-01
1521 5 15 1 1.011868e+08 2.048413e-01
1522 5 15 2 9.624894e+07 1.092099e-01
1523 5 15 3 1.009403e+08 6.797945e-02
1524 5 15 4 1.133189e+08 7.534468e-02
1525 5 15 5 1.040485e+08 4.883608e-02
1526 5 15 6 1.088748e+08 9.489416e-02
1527 5 15 7 1.253557e+08 1.305745e-01
1528 5 15 8 1.153987e+08 7.718747e-02
1529 5 15 9 1.099160e+08 5.349280e-02
1530 5 15 10 1.130978e+08 7.967242e-02
1531 5 15 11 7.879668e+07 1.154759e-01
1532 5 15 12 7.898884e+07 1.031767e-01
1533 5 15 13 8.725980e+07 1.359793e-01
1534 5 15 14 9.201295e+07 1.950015e-01
1535 5 15 15 1.193905e+08 8.340859e-02
1536 6 0 0 1.322309e+08 1.427433e-01
1537 6 0 1 1.313563e+08 1.375704e-01
1538 6 0 2 1.090131e+08 1.973045e-01
1539 6 0 3 8.343850e+07 8.562069e-02
1540 6 0 4 1.014859e+08 4.273425e-02
1541 6 0 5 9.350149e+07 5.988855e-02
1542 6 0 6 1.207985e+08 9.240396e-02
1543 6 0 7 1.004677e+08 1.051498e-01
1544 6 0 8 1.064047e+08 7.660531e-02
1545 6 0 9 1.083079e+08 7.873385e-02
1546 6 0 10 1.020387e+08 6.720853e-02
1547 6 0 11 9.974442e+07 9.148082e-02
1548 6 0 12 8.507166e+07 1.663047e-01
1549 6 0 13 8.534290e+07 1.698373e-01
1550 6 0 14 1.127980e+08 6.702410e-02
1551 6 0 15 1.304277e+08 1.384924e-01
1552 6 1 0 1.325213e+08 1.466967e-01
1553 6 1 1 1.205561e+08 1.261341e-01
1554 6 1 2 1.253101e+08 1.133867e-01
1555 6 1 3 1.008654e+08 1.247860e-01
1556 6 1 4 1.022052e+08 6.399277e-02
1557 6 1 5 1.025857e+08 8.204417e-02
1558 6 1 6 9.611756e+07 1.123349e-01
1559 6 1 7 1.038533e+08 6.337915e-02
1560 6 1 8 7.113108e+07 7.382709e-02
1561 6 1 9 7.558739e+07 7.159376e-02
1562 6 1 10 9.656862e+07 1.214305e-01
1563 6 1 11 1.208137e+08 1.285708e-01
1564 6 1 12 1.165234e+08 1.266844e-01
1565 6 1 13 1.076071e+08 1.243918e-01
1566 6 1 14 1.192812e+08 1.320334e-01
1567 6 1 15 1.351168e+08 1.594623e-01
1568 6 2 0 1.294294e+08 1.371549e-01
1569 6 2 1 1.058431e+08 1.585114e-01
1570 6 2 2 1.204312e+08 8.259499e-02
1571 6 2 3 1.119316e+08 9.475144e-02
1572 6 2 4 1.151477e+08 1.181255e-01
1573 6 2 5 9.838136e+07 1.192030e-01
1574 6 2 6 8.873048e+07 5.140166e-02
1575 6 2 7 8.980104e+07 3.433086e-02
1576 6 2 8 1.079204e+08 9.851594e-02
1577 6 2 9 9.500693e+07 9.760038e-02
1578 6 2 10 1.366504e+08 7.550037e-02
1579 6 2 11 1.078835e+08 1.455477e-01
1580 6 2 12 1.121715e+08 1.024917e-01
1581 6 2 13 1.241505e+08 1.047851e-01
1582 6 2 14 1.314799e+08 1.563547e-01
1583 6 2 15 1.222262e+08 1.256735e-01
1584 6 3 0 1.267404e+08 1.719776e-01
1585 6 3 1 1.037608e+08 4.916880e-02
1586 6 3 2 1.226689e+08 9.416661e-02
1587 6 3 3 1.270697e+08 1.425945e-01
1588 6 3 4 1.288683e+08 1.184800e-01
1589 6 3 5 1.223718e+08 9.492187e-02
1590 6 3 6 7.838658e+07 8.061795e-02
1591 6 3 7 7.394595e+07 6.974972e-02
1592 6 3 8 1.020779e+08 4.991899e-02
1593 6 3 9 1.038062e+08 1.189102e-01
1594 6 3 10 1.404485e+08 8.797316e-02
1595 6 3 11 1.230174e+08 1.140524e-01
1596 6 3 12 1.281684e+08 1.316239e-01
1597 6 3 13 1.150895e+08 1.334526e-01
1598 6 3 14 1.248344e+08 1.047337e-01
1599 6 3 15 1.161830e+08 1.371864e-01
1600 6 4 0 8.281936e+07 6.668676e-02
1601 6 4 1 1.165894e+08 8.109469e-02
1602 6 4 2 1.248417e+08 1.128594e-01
1603 6 4 3 1.324863e+08 1.224366e-01
1604 6 4 4 1.288112e+08 1.211794e-01
1605 6 4 5 1.251718e+08 8.708741e-02
1606 6 4 6 1.168998e+08 6.289387e-02
1607 6 4 7 1.055863e+08 6.271873e-02
1608 6 4 8 9.540309e+07 7.143290e-02
1609 6 4 9 1.111410e+08 1.027675e-01
1610 6 4 10 1.143176e+08 1.216462e-01
1611 6 4 11 1.170931e+08 8.523232e-02
1612 6 4 12 1.253418e+08 1.456951e-01
1613 6 4 13 1.246022e+08 1.374561e-01
1614 6 4 14 1.134617e+08 1.584373e-01
1615 6 4 15 1.199171e+08 1.675348e-01
1616 6 5 0 1.084194e+08 8.273707e-02
1617 6 5 1 1.124579e+08 7.864910e-02
1618 6 5 2 1.253154e+08 1.237290e-01
1619 6 5 3 1.328683e+08 1.406535e-01
1620 6 5 4 1.245247e+08 1.046979e-01
1621 6 5 5 1.176543e+08 6.025967e-02
1622 6 5 6 1.066219e+08 3.962031e-02
1623 6 5 7 1.194253e+08 7.394109e-02
1624 6 5 8 1.096367e+08 1.001053e-01
1625 6 5 9 1.076340e+08 1.275635e-01
1626 6 5 10 1.080970e+08 1.420833e-01
1627 6 5 11 1.211910e+08 1.215854e-01
1628 6 5 12 1.187359e+08 1.555187e-01
1629 6 5 13 1.227756e+08 1.474490e-01
1630 6 5 14 1.152186e+08 1.288187e-01
1631 6 5 15 8.843441e+07 9.292975e-02
1632 6 6 0 1.014305e+08 1.046326e-01
1633 6 6 1 1.193958e+08 8.554001e-02
1634 6 6 2 1.184834e+08 1.115139e-01
1635 6 6 3 1.217107e+08 1.120408e-01
1636 6 6 4 1.304548e+08 1.427351e-01
1637 6 6 5 1.082958e+08 7.411018e-02
1638 6 6 6 9.979407e+07 6.081036e-02
1639 6 6 7 1.069573e+08 6.786459e-02
1640 6 6 8 1.182338e+08 1.183884e-01
1641 6 6 9 1.120477e+08 1.458502e-01
1642 6 6 10 1.032572e+08 3.971019e-02
1643 6 6 11 1.168235e+08 1.658359e-01
1644 6 6 12 1.143205e+08 1.734416e-01
1645 6 6 13 1.154687e+08 1.195087e-01
1646 6 6 14 1.098063e+08 1.089046e-01
1647 6 6 15 9.443655e+07 7.521668e-02
1648 6 7 0 8.461733e+07 1.272232e-01
1649 6 7 1 1.183350e+08 1.144352e-01
1650 6 7 2 1.183783e+08 1.043883e-01
1651 6 7 3 1.018482e+08 7.004454e-02
1652 6 7 4 1.072550e+08 1.185352e-01
1653 6 7 5 1.053980e+08 9.747128e-02
1654 6 7 6 1.202563e+08 1.123737e-01
1655 6 7 7 1.196121e+08 1.275406e-01
1656 6 7 8 1.105922e+08 9.967561e-02
1657 6 7 9 1.143214e+08 1.062269e-01
1658 6 7 10 1.034326e+08 1.327483e-01
1659 6 7 11 9.620539e+07 1.205653e-01
1660 6 7 12 1.108144e+08 1.373926e-01
1661 6 7 13 9.259435e+07 1.175920e-01
1662 6 7 14 8.833704e+07 8.993565e-02
1663 6 7 15 1.210060e+08 1.420247e-01
1664 6 8 0 9.413445e+07 1.255457e-01
1665 6 8 1 1.160547e+08 1.529277e-01
1666 6 8 2 9.122982e+07 1.209078e-01
1667 6 8 3 1.117821e+08 6.147320e-02
1668 6 8 4 1.104491e+08 1.055984e-01
1669 6 8 5 1.252792e+08 1.311639e-01
1670 6 8 6 1.098528e+08 1.483980e-01
1671 6 8 7 1.062391e+08 1.254563e-01
1672 6 8 8 1.052997e+08 1.037910e-01
1673 6 8 9 1.119987e+08 7.929831e-02
1674 6 8 10 9.511258e+07 1.517147e-01
1675 6 8 11 1.001989e+08 8.346298e-02
1676 6 8 12 1.180061e+08 7.556818e-02
1677 6 8 13 1.250985e+08 1.063770e-01
1678 6 8 14 1.148994e+08 9.499406e-02
1679 6 8 15 1.232307e+08 1.611065e-01
1680 6 9 0 1.193289e+08 7.239835e-02
1681 6 9 1 1.289303e+08 1.057524e-01
1682 6 9 2 1.271264e+08 1.245498e-01
1683 6 9 3 1.150392e+08 1.090408e-01
1684 6 9 4 1.210176e+08 1.070540e-01
1685 6 9 5 1.314053e+08 1.342181e-01
1686 6 9 6 1.264832e+08 8.261342e-02
1687 6 9 7 1.190670e+08 8.336848e-02
1688 6 9 8 1.230846e+08 1.056513e-01
1689 6 9 9 1.066096e+08 9.413432e-02
1690 6 9 10 1.142389e+08 1.322074e-01
1691 6 9 11 1.245969e+08 8.377908e-02
1692 6 9 12 1.187287e+08 5.924557e-02
1693 6 9 13 1.166273e+08 1.291457e-01
1694 6 9 14 1.233933e+08 1.474951e-01
1695 6 9 15 1.117861e+08 1.319607e-01
1696 6 10 0 1.283295e+08 1.014439e-01
1697 6 10 1 1.235743e+08 7.679498e-02
1698 6 10 2 1.334316e+08 1.188652e-01
1699 6 10 3 1.238630e+08 1.084152e-01
1700 6 10 4 1.335258e+08 1.348712e-01
1701 6 10 5 1.268596e+08 1.054207e-01
1702 6 10 6 1.218558e+08 8.358420e-02
1703 6 10 7 1.149500e+08 7.854245e-02
1704 6 10 8 1.150194e+08 4.838935e-02
1705 6 10 9 1.066878e+08 1.432735e-01
1706 6 10 10 1.146311e+08 8.864344e-02
1707 6 10 11 1.233527e+08 1.082704e-01
1708 6 10 12 1.475380e+08 1.368137e-01
1709 6 10 13 1.183661e+08 1.164321e-01
1710 6 10 14 1.233135e+08 1.665282e-01
1711 6 10 15 1.176299e+08 1.253594e-01
